item_name,full_price,new_price,discount,amount_saved,category
queen anne marshmallow fish bites chocolate raspberry,Was $9.90, $ 8 50 ,Save $1.40,14.14,Pantry
rana fresh pasta chilled tortellini with basil & pine nuts pesto,Was $9.90, $ 8 50 ,Save $1.40,14.14,Pantry
rana fresh pasta chilled girasoli goat cheese caramelised onion,Was $9.90, $ 8 50 ,Save $1.40,14.14,Pantry
rana fresh pasta chilled ravioli pumpkin & roasted onion,Was $9.90, $ 8 50 ,Save $1.40,14.14,Pantry
rana fresh pasta chilled ravioli four cheese,Was $9.90, $ 8 50 ,Save $1.40,14.14,Pantry
maggi 2 minute instant noodles multi pack chicken flavour,Was $8.50, $ 7 30 ,Save $1.20,14.12,Pantry
maggi 2 minute instant noodles multi pack beef flavour,Was $8.50, $ 7 30 ,Save $1.20,14.12,Pantry
countdown panini sage & onion,Was $5.70, $ 4 90 ,Save $0.80,14.04,Unknown
sunlight laundry soap pure,Was $5.00, $ 4 30 ,Save $0.70,14.0,Household
delmaine tomato paste 280g,Was $5.00, $ 4 30 ,Save $0.70,14.0,Unknown
philips tornado screw light bulb 23w energy saver warm white,Was $9.30, $ 8 00 ,Save $1.30,13.98,Unknown
philips tornado screw light bulb 20w cool daylight,Was $9.30, $ 8 00 ,Save $1.30,13.98,Unknown
philips tornado bayonet light bulb 24w energy saver warm white,Was $9.30, $ 8 00 ,Save $1.30,13.98,Unknown
philips tornado screw light bulb 24w,Was $9.30, $ 8 00 ,Save $1.30,13.98,Unknown
